ID,Level,German,English,CEFR
1639,17,Handel,commerce,C1
1640,17,Kommissar,commissioner,C1
1641,17,Ware,commodity,C1
1642,17,kommunistisch,communist,C1
1643,17,Begleiter,companion,C1
1644,17,vergleichbar,comparable,C1
1645,17,Mitgefühl,compassion,C1
1646,17,zwingen,compel,C1
1647,17,zwingend,compelling,C1
1648,17,kompensieren,compensate,C1
1649,17,Entschädigung,compensation,C1
1650,17,Kompetenz,competence,C1
1651,17,kompetent,competent,C1
1652,17,kompilieren,compile,C1
1653,17,ergänzen,complement,C1
1654,17,Komplexität,complexity,C1
1655,17,Einhaltung,compliance,C1
1656,17,Komplikation,complication,C1
1657,17,einhalten,comply,C1
1658,17,Zusammensetzung,composition,C1
1659,17,Kompromiss,compromise,C1
1660,17,berechnen,compute,C1
1661,17,verbergen,conceal,C1
1662,17,zugeben,concede,C1
1663,17,Konzeption,conception,C1
1664,17,Konzession,concession,C1
1665,17,verurteilen,condemn,C1
1666,17,verleihen,confer,C1
1667,17,Geständnis,confession,C1
1668,17,Konfiguration,configuration,C1
1669,17,beschränken,confine,C1
1670,17,Bestätigung,confirmation,C1
1671,17,konfrontieren,confront,C1
1672,17,Konfrontation,confrontation,C1
1673,17,gratulieren,congratulate,C1
1674,17,Gemeinde,congregation,C1
1675,17,Kongress-,congressional,C1
1676,17,erobern,conquer,C1
1677,17,Gewissen,conscience,C1
1678,17,Bewusstsein,consciousness,C1
1679,17,aufeinanderfolgend,consecutive,C1
1680,17,Konsens,consensus,C1
1681,17,Zustimmung,consent,C1
1682,17,sparen,conserve,C1
1683,17,Konsistenz,consistency,C1
1684,17,konsolidieren,consolidate,C1
1685,17,Wahlkreis,constituency,C1
1686,17,bilden,constitute,C1
1687,17,Verfassung,constitution,C1
1688,17,verfassungsgemäß,constitutional,C1
1689,17,Zwang,constraint,C1
1690,17,Beratung,consultation,C1
1691,17,überlegen,contemplate,C1
1692,17,Verachtung,contempt,C1
1693,17,kämpfen,contend,C1
1694,17,Anwärter,contender,C1
1695,17,Inhalt,content,C1
1696,17,Streit,contention,C1
1697,17,ständig,continually,C1
1698,17,Auftragnehmer,contractor,C1
1699,17,Widerspruch,contradiction,C1
1700,17,Gegenteil,contrary,C1
1701,18,Mitwirkender,contributor,C1
1702,18,Konvertierung,conversion,C1
1703,18,Sträfling,convict,C1
1704,18,Überzeugung,conviction,C1
1705,18,zusammenarbeiten,cooperate,C1
1706,18,Kooperative,cooperative,C1
1707,18,koordinieren,coordinate,C1
1708,18,Koordinierung,coordination,C1
1709,18,Koordinator,coordinator,C1
1710,18,Polizist,cop,C1
1711,18,Kupfer,copper,C1
1712,18,Copyright,copyright,C1
1713,18,Korrektur,correction,C1
1714,18,Korrelat,correlate,C1
1715,18,Korrelation,correlation,C1
1716,18,entsprechen,correspond,C1
1717,18,Korrespondenz,correspondence,C1
1718,18,Korrespondent,correspondent,C1
1719,18,entsprechend,corresponding,C1
1720,18,korrupt,corrupt,C1
1721,18,Korruption,corruption,C1
1722,18,teuer,costly,C1
1723,18,Stadtrat,councillor,C1
1724,18,Beratung,counselling,C1
1725,18,Berater,counsellor,C1
1726,18,Gegenstück,counterpart,C1
1727,18,unzählige,countless,C1
1728,18,Coup,coup,C1
1729,18,Anstand,courtesy,C1
1730,18,Glaubwürdigkeit,credibility,C1
1731,18,glaubwürdig,credible,C1
1732,18,kriechen,creep,C1
1733,18,Kritik,critique,C1
1734,18,Krone,crown,C1
1735,18,grob,crude,C1
1736,18,zerquetschen,crush,C1
1737,18,Kristall,crystal,C1
1738,18,Kult,cult,C1
1739,18,pflegen,cultivate,C1
1740,18,Neugier,curiosity,C1
1741,18,Gewahrsam,custody,C1
1742,18,Schneiden,cutting,C1
1743,18,zynisch,cynical,C1
1744,18,Damm,dam,C1
1745,18,schädlich,damaging,C1
1746,18,Dämmerung,dawn,C1
1747,18,Trümmer,debris,C1
1748,18,Debüt,debut,C1
1749,18,Entscheidungsfindung,decision-making,C1
1750,18,entscheidend,decisive,C1
1751,18,Erklärung,declaration,C1
1752,18,gewidmet,dedicated,C1
1753,18,Hingabe,dedication,C1
1754,18,Tat,deed,C1
1755,18,denken,deem,C1
1756,18,Standard,default,C1
1757,18,Defekt,defect,C1
1758,18,Defensive,defensive,C1
1759,18,Mangel,deficiency,C1
1760,18,Defizit,deficit,C1
1761,18,trotzen,defy,C1
1762,18,delegieren,delegate,C1
1763,18,Delegation,delegation,C1
1764,18,empfindlich,delicate,C1
1765,18,Dämon,demon,C1
1766,18,Verweigerung,denial,C1
1767,18,anprangern,denounce,C1
1768,18,dicht,dense,C1
1769,18,Dichte,density,C1
1770,18,Abhängigkeit,dependence,C1
1771,18,abbilden,depict,C1
1772,18,einsetzen,deploy,C1
1773,18,Einsatz,deployment,C1
1774,18,berauben,deprive,C1
1775,18,Stellvertreter,deputy,C1
1776,18,absteigen,descend,C1
1777,18,Abstieg,descent,C1
1778,18,benennen,designate,C1
1779,18,wünschenswert,desirable,C1
1780,18,Desktop,desktop,C1
1781,18,destruktiv,destructive,C1
1782,18,festhalten,detain,C1
1783,18,Erkennung,detection,C1
1784,18,Festnahme,detention,C1
1785,18,verschlechtern,deteriorate,C1
1786,18,verwüsten,devastate,C1
1787,18,Teufel,devil,C1
1788,18,entwerfen,devise,C1
1789,18,diagnostizieren,diagnose,C1
1790,18,Diagnose,diagnosis,C1
1791,18,diktieren,dictate,C1
1792,18,Diktator,dictator,C1
1793,18,unterscheiden,differentiate,C1
1794,18,Würde,dignity,C1
1795,18,Dilemma,dilemma,C1
1796,18,Dimension,dimension,C1
1797,18,verringern,diminish,C1
1798,18,tauchen,dip,C1
1799,18,Diplomat,diplomat,C1
1800,18,diplomatisch,diplomatic,C1
1801,19,Verzeichnis,directory,C1
1802,19,katastrophal,disastrous,C1
1803,19,verwerfen,discard,C1
1804,19,Entladung,discharge,C1
1805,19,offenbaren,disclose,C1
1806,19,Offenlegung,disclosure,C1
1807,19,Diskurs,discourse,C1
1808,19,Diskretion,discretion,C1
1809,19,Diskriminierung,discrimination,C1
1810,19,Entlassung,dismissal,C1
1811,19,verdrängen,displace,C1
1812,19,Entsorgung,disposal,C1
1813,19,entsorgen,dispose,C1
1814,19,Disput,dispute,C1
1815,19,stören,disrupt,C1
1816,19,Störung,disruption,C1
1817,19,lösen,dissolve,C1
1818,19,Unterscheidung,distinction,C1
1819,19,unverwechselbar,distinctive,C1
1820,19,verzerren,distort,C1
1821,19,Not,distress,C1
1822,19,verstörend,disturbing,C1
1823,19,umleiten,divert,C1
1824,19,göttlich,divine,C1
1825,19,Lehre,doctrine,C1
1826,19,Dokumentation,documentation,C1
1827,19,Domain,domain,C1
1828,19,Dominanz,dominance,C1
1829,19,Spender,donor,C1
1830,19,Dosis,dose,C1
1831,19,Abfluss,drain,C1
1832,19,Drift,drift,C1
1833,19,Fahren,driving,C1
1834,19,ertrinken,drown,C1
1835,19,Dual,dual,C1
1836,19,Dub,dub,C1
1837,19,dumm,dumb,C1
1838,19,Duo,duo,C1
1839,19,erpicht,eager,C1
1840,19,Verdienst,earnings,C1
1841,19,Leichtigkeit,ease,C1
1842,19,Echo,echo,C1
1843,19,ökologisch,ecological,C1
1844,19,Erzieher,educator,C1
1845,19,Wirksamkeit,effectiveness,C1
1846,19,Effizienz,efficiency,C1
1847,19,Ego,ego,C1
1848,19,durchdacht,elaborate,C1
1849,19,Wahl,electoral,C1
1850,19,erheben,elevate,C1
1851,19,berechtigt,eligible,C1
1852,19,Elite,elite,C1
1853,19,einschiffen,embark,C1
1854,19,Verlegenheit,embarrassment,C1
1855,19,Botschaft,embassy,C1
1856,19,einbetten,embed,C1
1857,19,verkörpern,embody,C1
1858,19,Entstehung,emergence,C1
1859,19,empirisch,empirical,C1
1860,19,ermächtigen,empower,C1
1861,19,erlassen,enact,C1
1862,19,umfassen,encompass,C1
1863,19,Ermutigung,encouragement,C1
1864,19,ermutigend,encouraging,C1
1865,19,Bemühen,endeavour,C1
1866,19,endlos,endless,C1
1867,19,befürworten,endorse,C1
1868,19,Billigung,endorsement,C1
1869,19,aushalten,endure,C1
1870,19,erzwingen,enforce,C1
1871,19,Durchsetzung,enforcement,C1
1872,19,Engagement,engagement,C1
1873,19,fesselnd,engaging,C1
1874,19,erkundigen,enquire,C1
1875,19,bereichern,enrich,C1
1876,19,einschreiben,enrol,C1
1877,19,erfolgen,ensue,C1
1878,19,Unternehmen,enterprise,C1
1879,19,Enthusiast,enthusiast,C1
1880,19,berechtigen,entitle,C1
1881,19,juristische Person,entity,C1
1882,19,Epidemie,epidemic,C1
1883,19,Gleichwertigkeit,equality,C1
1884,19,Gleichung,equation,C1
1885,19,aufrecht,erect,C1
1886,19,eskalieren,escalate,C1
1887,19,Wesen,essence,C1
1888,19,Gründung,establishment,C1
1889,19,ewig,eternal,C1
1890,19,evakuieren,evacuate,C1
1891,19,evozieren,evoke,C1
1892,19,evolutionär,evolutionary,C1
1893,19,übertreiben,exaggerate,C1
1894,19,Exzellenz,excellence,C1
1895,19,außergewöhnlich,exceptional,C1
1896,19,Überschuss,excess,C1
1897,19,Ausschluss,exclusion,C1
1898,19,exklusiv,exclusive,C1
1899,19,ausschließlich,exclusively,C1
1900,19,ausführen,execute,C1
1901,20,Ausführung,execution,C1
1902,20,ausüben,exert,C1
1903,20,Exil,exile,C1
1904,20,Ausgaben,expenditure,C1
1905,20,Experimental-,experimental,C1
1906,20,erlöschen,expire,C1
1907,20,explizit,explicit,C1
1908,20,ausdrücklich,explicitly,C1
1909,20,Ausbeutung,exploitation,C1
1910,20,explosiv,explosive,C1
1911,20,Extremist,extremist,C1
1912,20,erleichtern,facilitate,C1
1913,20,Fraktion,faction,C1
1914,20,Fakultät,faculty,C1
1915,20,verblassen,fade,C1
1916,20,Fairness,fairness,C1
1917,20,tödlich,fatal,C1
1918,20,Schicksal,fate,C1
1919,20,günstig,favourable,C1
1920,20,feat,feat,C1
1921,20,Feminist,feminist,C1
1922,20,Faser,fibre,C1
1923,20,erbittert,fierce,C1
1924,20,Filmemacher,film-maker,C1
1925,20,Filter,filter,C1
1926,20,Bußgeld,fine,C1
1927,20,Feuerwaffe,firearm,C1
1928,20,fit,fit,C1
1929,20,Vorrichtung,fixture,C1
1930,20,Mangel,flaw,C1
1931,20,fehlerhaft,flawed,C1
1932,20,fliehen,flee,C1
1933,20,Flotte,fleet,C1
1934,20,Fleisch,flesh,C1
1935,20,Flexibilität,flexibility,C1
1936,20,blühen,flourish,C1
1937,20,Flüssigkeit,fluid,C1
1938,20,Filmmaterial,footage,C1
1939,20,Ausländer,foreigner,C1
1940,20,Schmiede,forge,C1
1941,20,Formel,formula,C1
1942,20,formulieren,formulate,C1
1943,20,her,forth,C1
1944,20,bevorstehend,forthcoming,C1
1945,20,fördern,foster,C1
1946,20,zerbrechlich,fragile,C1
1947,20,Franchise,franchise,C1
1948,20,ehrlich gesagt,frankly,C1
1949,20,frustriert,frustrated,C1
1950,20,frustrierend,frustrating,C1
1951,20,Frustration,frustration,C1
1952,20,funktional,functional,C1
1953,20,Fundraising,fundraising,C1
1954,20,Beerdigung,funeral,C1
1955,20,Gallone,gallon,C1
1956,20,Glücksspiel,gambling,C1
1957,20,Versammlung,gathering,C1
1958,20,Blick,gaze,C1
1959,20,Gang,gear,C1
1960,20,generisch,generic,C1
1961,20,Völkermord,genocide,C1
1962,20,Blick,glance,C1
1963,20,Blick,glimpse,C1
1964,20,herrlich,glorious,C1
1965,20,Ruhm,glory,C1
1966,20,Regierungsführung,governance,C1
1967,20,Anmut,grace,C1
1968,20,fassen,grasp,C1
1969,20,Grab,grave,C1
1970,20,Schwerkraft,gravity,C1
1971,20,Netz,grid,C1
1972,20,Kummer,grief,C1
1973,20,Grinsen,grin,C1
1974,20,schleifen,grind,C1
1975,20,Griff,grip,C1
1976,20,brutto,gross,C1
1977,20,Guerilla,guerrilla,C1
1978,20,Anleitung,guidance,C1
1979,20,Schuld,guilt,C1
1980,20,Darm,gut,C1
1981,20,Hagel,hail,C1
1982,20,halb,halfway,C1
1983,20,Halt,halt,C1
1984,20,Hand voll,handful,C1
1985,20,Handhabung,handling,C1
1986,20,praktisch,handy,C1
1987,20,Belästigung,harassment,C1
1988,20,Hardware,hardware,C1
1989,20,Harmonie,harmony,C1
1990,20,harsch,harsh,C1
1991,20,Ernte,harvest,C1
1992,20,Hass,hatred,C1
1993,20,verfolgen,haunt,C1
1994,20,Gefahr,hazard,C1
1995,20,erhöhen,heighten,C1
1996,20,Erbe,heritage,C1
1997,20,Hierarchie,hierarchy,C1
1998,20,hochkarätig,high-profile,C1
1999,20,Hinweis,hint,C1
2000,20,Heimat,homeland,C1
2001,21,hoffnungsvoll,hopeful,C1
2002,21,Horizont,horizon,C1
2003,21,Horn,horn,C1
2004,21,Geisel,hostage,C1
2005,21,feindselig,hostile,C1
2006,21,Feindseligkeit,hostility,C1
2007,21,humanitär,humanitarian,C1
2008,21,Menschheit,humanity,C1
2009,21,bescheiden,humble,C1
2010,21,Wasserstoff,hydrogen,C1
2011,21,Identifikation,identification,C1
2012,21,ideologisch,ideological,C1
2013,21,Ideologie,ideology,C1
2014,21,Idiot,idiot,C1
2015,21,Unwissenheit,ignorance,C1
2016,21,Bilder,imagery,C1
2017,21,immens,immense,C1
2018,21,unmittelbar bevorsteht,imminent,C1
2019,21,Durchführung,implementation,C1
2020,21,einsperren,imprison,C1
2021,21,Haft,imprisonment,C1
2022,21,Unfähigkeit,inability,C1
2023,21,unzureichend,inadequate,C1
2024,21,unangemessen,inappropriate,C1
2025,21,Häufigkeit,incidence,C1
2026,21,geneigt,inclined,C1
2027,21,Aufnahme,inclusion,C1
2028,21,entstehen,incur,C1
2029,21,Indikator,indicator,C1
2030,21,Anklage,indictment,C1
2031,21,einheimisch,indigenous,C1
2032,21,induzieren,induce,C1
2033,21,frönen,indulge,C1
2034,21,Ungleichheit,inequality,C1
2035,21,berüchtigt,infamous,C1
2036,21,Säugling,infant,C1
2037,21,infizieren,infect,C1
2038,21,zufügen,inflict,C1
2039,21,einflussreich,influential,C1
2040,21,inhärent,inherent,C1
2041,21,hemmen,inhibit,C1
2042,21,einleiten,initiate,C1
2043,21,injizieren,inject,C1
2044,21,Injektion,injection,C1
2045,21,Ungerechtigkeit,injustice,C1
2046,21,Insasse,inmate,C1
2047,21,Einfügen,insertion,C1
2048,21,Insider,insider,C1
2049,21,überprüfen,inspect,C1
2050,21,Inspektion,inspection,C1
2051,21,Inspiration,inspiration,C1
2052,21,Instinkt,instinct,C1
2053,21,institutionell,institutional,C1
2054,21,anweisen,instruct,C1
2055,21,instrumental,instrumental,C1
2056,21,unzureichend,insufficient,C1
2057,21,Beleidigung,insult,C1
2058,21,intakt,intact,C1
2059,21,Aufnahme,intake,C1
2060,21,Integral,integral,C1
2061,21,integriert,integrated,C1
2062,21,Integration,integration,C1
2063,21,Integrität,integrity,C1
2064,21,intensivieren,intensify,C1
2065,21,Intensität,intensity,C1
2066,21,intensiv,intensive,C1
2067,21,Absicht,intent,C1
2068,21,interaktiv,interactive,C1
2069,21,Schnittstelle,interface,C1
2070,21,stören,interfere,C1
2071,21,Petition,petition,C1
2072,21,Interferenz,interference,C1
2073,21,vorläufig,interim,C1
2074,21,Innere,interior,C1
2075,21,dazwischenliegend,intermediate,C1
2076,21,eingreifen,intervene,C1
2077,21,Intervention,intervention,C1
2078,21,intim,intimate,C1
2079,21,faszinierend,intriguing,C1
2080,21,Ermittler,investigator,C1
2081,21,unsichtbar,invisible,C1
2082,21,aufrufen,invoke,C1
2083,21,Beteiligung,involvement,C1
2084,21,ironisch,ironic,C1
2085,21,ironisch,ironically,C1
2086,21,Ironie,irony,C1
2087,21,irrelevant,irrelevant,C1
2088,21,Isolierung,isolation,C1
2089,21,gerichtlich,judicial,C1
2090,21,Kreuzung,junction,C1
2091,21,Zuständigkeit,jurisdiction,C1
2092,21,Nur,just,C1
2093,21,Rechtfertigung,justification,C1
2094,21,entführen,kidnap,C1
2095,21,Niere,kidney,C1
2096,21,Königreich,kingdom,C1
2097,21,Junge,lad,C1
2098,21,Vermieter,landlord,C1
2099,21,Wahrzeichen,landmark,C1
2100,21,Schoß,lap,C1
2101,22,großräumig,large-scale,C1
2102,22,Laser,laser,C1
2103,22,letztere,latter,C1
2104,22,Rasen,lawn,C1
2105,22,Klage,lawsuit,C1
2106,22,Layout,layout,C1
2107,22,Leck,leak,C1
2108,22,Sprung,leap,C1
2109,22,Vermächtnis,legacy,C1
2110,22,legendär,legendary,C1
2111,22,Gesetzgebung,legislation,C1
2112,22,gesetzgeberisch,legislative,C1
2113,22,Legislative,legislature,C1
2114,22,legitim,legitimate,C1
2115,22,langwierig,lengthy,C1
2116,22,lesbisch,lesbian,C1
2117,22,geringer,lesser,C1
2118,22,tödlich,lethal,C1
2119,22,haftbar,liable,C1
2120,22,Liberale,liberal,C1
2121,22,Befreiung,liberation,C1
2122,22,Freiheit,liberty,C1
2123,22,Lizenz,license,C1
2124,22,lebenslang,lifelong,C1
2125,22,Wahrscheinlichkeit,likelihood,C1
2126,22,Glied,limb,C1
2127,22,linear,linear,C1
2128,22,ausrichten,line-up,C1
2129,22,verweilen,linger,C1
2130,22,Auflistung,listing,C1
2131,22,Alphabetisierung,literacy,C1
2132,22,Leber,liver,C1
2133,22,Lobby,lobby,C1
2134,22,Protokoll,log,C1
2135,22,Logik,logic,C1
2136,22,seit langem,long-standing,C1
2137,22,lange Zeit,long-time,C1
2138,22,Webstuhl,loom,C1
2139,22,Schleife,loop,C1
2140,22,Loyalität,loyalty,C1
2141,22,Maschinen,machinery,C1
2142,22,benachbart,neighbouring,C1
2143,22,Nest,nest,C1
2144,22,magisch,magical,C1
2145,22,Richter,magistrate,C1
2146,22,magnetisch,magnetic,C1
2147,22,Größe,magnitude,C1
2148,22,Festland,mainland,C1
2149,22,Mainstream,mainstream,C1
2150,22,Wartung,maintenance,C1
2151,22,Mandat,mandate,C1
2152,22,obligatorisch,mandatory,C1
2153,22,Manifest,manifest,C1
2154,22,manipulieren,manipulate,C1
2155,22,Manipulation,manipulation,C1
2156,22,Manuskript,manuscript,C1
2157,22,Marsch,march,C1
2158,22,marginal,marginal,C1
2159,22,Marine,marine,C1
2160,22,Marktplatz,marketplace,C1
2161,22,Maske,mask,C1
2162,22,Massaker,massacre,C1
2163,22,mathematisch,mathematical,C1
2164,22,reifen,mature,C1
2165,22,maximieren,maximize,C1
2166,22,sinnvoll,meaningful,C1
2167,22,inzwischen,meantime,C1
2168,22,mittelalterlich,medieval,C1
2169,22,Meditation,meditation,C1
2170,22,Melodie,melody,C1
2171,22,Memo,memo,C1
2172,22,Memoiren,memoir,C1
2173,22,Denkmal,memorial,C1
2174,22,Mentor,mentor,C1
2175,22,Händler,merchant,C1
2176,22,Barmherzigkeit,mercy,C1
2177,22,bloß,mere,C1
2178,22,lediglich,merely,C1
2179,22,verschmelzen,merge,C1
2180,22,Fusion,merger,C1
2181,22,Verdienst,merit,C1
2182,22,Methodik,methodology,C1
2183,22,Mitte,midst,C1
2184,22,Migration,migration,C1
2185,22,militant,militant,C1
2186,22,Miliz,militia,C1
2187,22,Mühle,mill,C1
2188,22,minimal,minimal,C1
2189,22,minimieren,minimize,C1
2190,22,Bergbau,mining,C1
2191,22,Ministerium,ministry,C1
2192,22,Minute,minute,C1
2193,22,Wunder,miracle,C1
2194,22,Elend,misery,C1
2195,22,irreführend,misleading,C1
2196,22,Rakete,missile,C1
2197,22,Mob,mob,C1
2198,22,Mobilität,mobility,C1
2199,22,mobilisieren,mobilize,C1
2200,22,mäßig,moderate,C1
2201,23,Änderung,modification,C1
2202,23,Schwung,momentum,C1
2203,23,Mönch,monk,C1
2204,23,Monopol,monopoly,C1
2205,23,Moral,morality,C1
2206,23,Motiv,motive,C1
2207,23,Autofahrer,motorist,C1
2208,23,kommunal,municipal,C1
2209,23,gegenseitig,mutual,C1
2210,23,nämlich,namely,C1
2211,23,bundesweit,nationwide,C1
2212,23,Marine-,naval,C1
2213,23,Vernachlässigung,neglect,C1
2214,23,netto,net,C1
2215,23,Newsletter,newsletter,C1
2216,23,Nische,niche,C1
2217,23,edel,noble,C1
2218,23,nicken,nod,C1
2219,23,nominieren,nominate,C1
2220,23,Nominierung,nomination,C1
2221,23,Kandidat,nominee,C1
2222,23,dennoch,nonetheless,C1
2223,23,gemeinnützig,non-profit,C1
2224,23,Unsinn,nonsense,C1
2225,23,Mittag,noon,C1
2226,23,bemerkenswert,notable,C1
2227,23,vor allem,notably,C1
2228,23,benachrichtigen,notify,C1
2229,23,berüchtigt,notorious,C1
2230,23,Roman,novel,C1
2231,23,Kindergarten,nursery,C1
2232,23,Einspruch,objection,C1
2233,23,verpflichten,oblige,C1
2234,23,besessen,obsess,C1
2235,23,Besessenheit,obsession,C1
2236,23,gelegentlich,occasional,C1
2237,23,Auftreten,occurrence,C1
2238,23,Chancen,odds,C1
2239,23,Angebot,offering,C1
2240,23,Nachwuchs,offspring,C1
2241,23,betriebsbereit,operational,C1
2242,23,opt,opt,C1
2243,23,optisch,optical,C1
2244,23,Optimismus,optimism,C1
2245,23,Oral-,oral,C1
2246,23,organisatorisch,organizational,C1
2247,23,Orientierung,orientation,C1
2248,23,entstehen,originate,C1
2249,23,Ausbruch,outbreak,C1
2250,23,Ausflug,outing,C1
2251,23,Steckdose,outlet,C1
2252,23,Ausblick,outlook,C1
2253,23,Empörung,outrage,C1
2254,23,Außenseiter,outsider,C1
2255,23,übersehen,overlook,C1
2256,23,übermäßig,overly,C1
2257,23,überwachen,oversee,C1
2258,23,umkippen,overturn,C1
2259,23,überwältigen,overwhelm,C1
2260,23,überwältigend,overwhelming,C1
2261,23,Unterlage,pad,C1
2262,23,Parameter,parameter,C1
2263,23,elterlich,parental,C1
2264,23,Gemeinde,parish,C1
2265,23,parlamentarisch,parliamentary,C1
2266,23,teilweise,partial,C1
2267,23,teilweise,partially,C1
2268,23,vorbei,passing,C1
2269,23,passiv,passive,C1
2270,23,Pastor,pastor,C1
2271,23,Patch,patch,C1
2272,23,Patent,patent,C1
2273,23,Weg,pathway,C1
2274,23,patrouillieren,patrol,C1
2275,23,Patron,patron,C1
2276,23,Gipfel,peak,C1
2277,23,Bauer,peasant,C1
2278,23,eigenartig,peculiar,C1
2279,23,bestehen,persist,C1
2280,23,hartnäckig,persistent,C1
2281,23,Personal,personnel,C1
2282,23,Philosoph,philosopher,C1
2283,23,philosophisch,philosophical,C1
2284,23,Arzt,physician,C1
2285,23,Pionier,pioneer,C1
2286,23,Pipeline,pipeline,C1
2287,23,Pirat,pirate,C1
2288,23,Grube,pit,C1
2289,23,Plädoyer,plea,C1
2290,23,flehen,plead,C1
2291,23,versprechen,pledge,C1
2292,23,Stecker,plug,C1
2293,23,stürzen,plunge,C1
2294,23,Pole,pole,C1
2295,23,Umfrage,poll,C1
2296,23,Teich,pond,C1
2297,23,Pop,pop,C1
2298,23,Portfolio,portfolio,C1
2299,23,porträtieren,portray,C1
2300,23,verschieben,postpone,C1
2301,24,Nachkriegszeit,post-war,C1
2302,24,Praktiker,practitioner,C1
2303,24,predigen,preach,C1
2304,24,Präzedenzfall,precedent,C1
2305,24,Präzision,precision,C1
2306,24,Raubtier,predator,C1
2307,24,Vorgänger,predecessor,C1
2308,24,überwiegend,predominantly,C1
2309,24,Schwangerschaft,pregnancy,C1
2310,24,Vorurteil,prejudice,C1
2311,24,vorläufig,preliminary,C1
2312,24,Premier,premier,C1
2313,24,Prämisse,premise,C1
2314,24,Prämie,premium,C1
2315,24,verschreiben,prescribe,C1
2316,24,Rezept,prescription,C1
2317,24,gegenwärtig,presently,C1
2318,24,Erhaltung,preservation,C1
2319,24,präsidieren,preside,C1
2320,24,Präsidentschaft,presidency,C1
2321,24,präsidial,presidential,C1
2322,24,prestigeträchtig,prestigious,C1
2323,24,vermutlich,presumably,C1
2324,24,vermuten,presume,C1
2325,24,sich durchsetzen,prevail,C1
2326,24,Prävalenz,prevalence,C1
2327,24,Verhütung,prevention,C1
2328,24,Beute,prey,C1
2329,24,Privatisierung,privatization,C1
2330,24,Privileg,privilege,C1
2331,24,Sonde,probe,C1
2332,24,problematisch,problematic,C1
2333,24,Verfahren,proceedings,C1
2334,24,Erlös,proceeds,C1
2335,24,Verarbeitung,processing,C1
2336,24,Prozessor,processor,C1
2337,24,verkünden,proclaim,C1
2338,24,produktiv,productive,C1
2339,24,Produktivität,productivity,C1
2340,24,profitabel,profitable,C1
2341,24,tiefgreifend,profound,C1
2342,24,Vorsprung,projection,C1
2343,24,prominent,prominent,C1
2344,24,ausgesprochen,pronounced,C1
2345,24,Propaganda,propaganda,C1
2346,24,Satz,proposition,C1
2347,24,strafrechtlich verfolgen,prosecute,C1
2348,24,Strafverfolgung,prosecution,C1
2349,24,Staatsanwalt,prosecutor,C1
2350,24,prospektiv,prospective,C1
2351,24,Wohlstand,prosperity,C1
2352,24,schützend,protective,C1
2353,24,Protokoll,protocol,C1
2354,24,Provinz,province,C1
2355,24,provinziell,provincial,C1
2356,24,Bestimmung,provision,C1
2357,24,provozieren,provoke,C1
2358,24,psychiatrisch,psychiatric,C1
2359,24,Impuls,pulse,C1
2360,24,Pumpe,pump,C1
2361,24,Stempel,punch,C1
2362,24,Abfrage,query,C1
2363,24,Suche,quest,C1
2364,24,Quote,quota,C1
2365,24,Radar,radar,C1
2366,24,Radikale,radical,C1
2367,24,Wut,rage,C1
2368,24,Überfall,raid,C1
2369,24,Rallye,rally,C1
2370,24,Rang,ranking,C1
2371,24,vergewaltigen,rape,C1
2372,24,Verhältnis,ratio,C1
2373,24,rational,rational,C1
2374,24,Strahl,ray,C1
2375,24,leicht,readily,C1
2376,24,Realisierung,realization,C1
2377,24,Reich,realm,C1
2378,24,hinteren,rear,C1
2379,24,Argumentation,reasoning,C1
2380,24,beruhigen,reassure,C1
2381,24,Rebell,rebel,C1
2382,24,Rebellion,rebellion,C1
2383,24,Empfänger,recipient,C1
2384,24,Wiederaufbau,reconstruction,C1
2385,24,erzählen,recount,C1
2386,24,Referendum,referendum,C1
2387,24,Spiegelung,reflection,C1
2388,24,Reform,reform,C1
2389,24,Zuflucht,refuge,C1
2390,24,Ablehnung,refusal,C1
2391,24,wiedergewinnen,regain,C1
2392,24,egal,regardless,C1
2393,24,Regime,regime,C1
2394,24,Regler,regulator,C1
2395,24,regulatorisch,regulatory,C1
2396,24,Rehabilitation,rehabilitation,C1
2397,24,regieren,reign,C1
2398,24,Ablehnung,rejection,C1
2399,24,Relevanz,relevance,C1
2400,24,Zuverlässigkeit,reliability,C1
2401,25,widerwillig,reluctant,C1
2402,25,Rest,remainder,C1
2403,25,Überreste,remains,C1
2404,25,Abhilfe,remedy,C1
2405,25,Erinnerung,reminder,C1
2406,25,Entfernung,removal,C1
2407,25,machen,render,C1
2408,25,erneuern,renew,C1
2409,25,bekannt,renowned,C1
2410,25,Vermietung,rental,C1
2411,25,Ersatz,replacement,C1
2412,25,angeblich,reportedly,C1
2413,25,Darstellung,representation,C1
2414,25,reproduzieren,reproduce,C1
2415,25,Reproduktion,reproduction,C1
2416,25,Republik,republic,C1
2417,25,ähneln,resemble,C1
2418,25,wohnen,reside,C1
2419,25,Residenz,residence,C1
2420,25,Wohnen,residential,C1
2421,25,Rückstand,residue,C1
2422,25,Rücktritt,resignation,C1
2423,25,Widerstand,resistance,C1
2424,25,jeweiligen,respective,C1
2425,25,jeweils,respectively,C1
2426,25,Wiederherstellung,restoration,C1
2427,25,Zurückhaltung,restraint,C1
2428,25,wieder aufnehmen,resume,C1
2429,25,Rückzug,retreat,C1
2430,25,abrufen,retrieve,C1
2431,25,Offenbarung,revelation,C1
2432,25,Rache,revenge,C1
2433,25,umkehren,reverse,C1
